,meta_game_name,meta_platform,meta_publisher,meta_release_date,meta_critic_score,meta_user_score,meta_esrb,meta_genre,meta_multiplayer,meta_full_url
0,"
Grand Theft Auto V
","

                                                        PlayStation 3
                                                    
","

                                                        Rockstar Games
                                                    
","Sep 17, 2013",97,"
8.3
",M,Modern,yes,https://www.metacritic.com/game/playstation-3/grand-theft-auto-v
1,"
Grand Theft Auto V
","

                                                        PlayStation 4
                                                    
","

                                                        Rockstar Games
                                                    
","Nov 18, 2014",97,"
8.3
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/grand-theft-auto-v
2,"
Grand Theft Auto: Vice City
","

                                                        PlayStation 2
                                                    
","

                                                        Rockstar Games
                                                    
","Oct 27, 2002",95,"
8.8
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-2/grand-theft-auto-vice-city
3,"
Grand Theft Auto V
","

                                                        Xbox 360
                                                    
","

                                                        Rockstar Games
                                                    
","Sep 17, 2013",97,"
8.3
",M,Modern,yes,https://www.metacritic.com/game/xbox-360/grand-theft-auto-v
4,"
Grand Theft Auto III
","

                                                        PlayStation 2
                                                    
","

                                                        Rockstar Games
                                                    
","Oct 22, 2001",97,"
8.4
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-2/grand-theft-auto-iii
5,"
Grand Theft Auto IV
","

                                                        Xbox 360
                                                    
","

                                                        Rockstar Games
                                                    
","Apr 29, 2008",98,"
7.9
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-360/grand-theft-auto-iv
6,"
Grand Theft Auto IV
","

                                                        PlayStation 3
                                                    
","

                                                        Rockstar Games
                                                    
","Apr 29, 2008",98,"
7.8
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-3/grand-theft-auto-iv
7,"
Grand Theft Auto V
","

                                                        Xbox One
                                                    
","

                                                        Rockstar Games
                                                    
","Nov 18, 2014",97,"
7.8
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-one/grand-theft-auto-v
8,"
Grand Theft Auto: Liberty City Stories
","
                                                        PSP
                                    		    ","

                                                        Rockstar Games
                                                    
","Oct 24, 2005",88,"
7.8
",M,Action Adventure,no,https://www.metacritic.com/game/psp/grand-theft-auto-liberty-city-stories
9,"
Uncharted 2: Among Thieves
","

                                                        PlayStation 3
                                                    
","

                                                        SCEA
                                                    
","Oct 13, 2009",96,"
8.8
",T,Action Adventure,no,https://www.metacritic.com/game/playstation-3/uncharted-2-among-thieves
10,"
Red Dead Redemption
","

                                                        PlayStation 3
                                                    
","

                                                        Rockstar Games
                                                    
","May 18, 2010",95,"
8.9
",M,Action,yes,https://www.metacritic.com/game/playstation-3/red-dead-redemption
11,"
Red Dead Redemption
","

                                                        Xbox 360
                                                    
","

                                                        Rockstar Games
                                                    
					, 						
                                                        Rockstar San Diego
                                                    
","May 18, 2010",95,"
9.0
",M,Action,yes,https://www.metacritic.com/game/xbox-360/red-dead-redemption
12,"
Driver
","
                                                        PlayStation
                                    		    ","

                                                        GT Interactive
                                                    
","Jun 30, 1999",87,"
8.0
",T,Driving,no,https://www.metacritic.com/game/playstation/driver
13,"
Uncharted: The Nathan Drake Collection
","

                                                        PlayStation 4
                                                    
","

                                                        SCEA
                                                    
","Oct  9, 2015",86,"
8.6
",T,Miscellaneous,no,https://www.metacritic.com/game/playstation-4/uncharted-the-nathan-drake-collection
14,"
LEGO Star Wars: The Complete Saga
","
                                                        Wii
                                    		    ","

                                                        LucasArts
                                                    
","Nov  6, 2007",80,"
8.7
",E10+,Action,no,https://www.metacritic.com/game/wii/lego-star-wars-the-complete-saga
15,"
Assassin's Creed II
","

                                                        PlayStation 3
                                                    
","

                                                        Ubisoft
                                                    
","Nov 17, 2009",91,"
8.7
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-3/assassins-creed-ii
16,"
Assassin's Creed
","

                                                        Xbox 360
                                                    
","

                                                        Ubisoft
                                                    
","Nov 13, 2007",81,"
7.6
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-360/assassins-creed
17,"
Batman: Arkham City
","

                                                        PlayStation 3
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 18, 2011",96,"
8.8
",T,Action Adventure,no,https://www.metacritic.com/game/playstation-3/batman-arkham-city
18,"
Assassin's Creed II
","

                                                        Xbox 360
                                                    
","

                                                        Ubisoft
                                                    
","Nov 17, 2009",90,"
8.8
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-360/assassins-creed-ii
19,"
Resident Evil 5
","

                                                        PlayStation 3
                                                    
","

                                                        Capcom
                                                    
","Mar 13, 2009",84,"
7.4
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-3/resident-evil-5
20,"
Grand Theft Auto: Vice City Stories
","
                                                        PSP
                                    		    ","

                                                        Rockstar Games
                                                    
","Oct 31, 2006",86,"
8.2
",M,Action Adventure,no,https://www.metacritic.com/game/psp/grand-theft-auto-vice-city-stories
21,"
Uncharted: Drake's Fortune
","

                                                        PlayStation 3
                                                    
","

                                                        SCEA
                                                    
","Nov 16, 2007",88,"
7.9
",T,Action Adventure,no,https://www.metacritic.com/game/playstation-3/uncharted-drakes-fortune
22,"
Assassin's Creed
","

                                                        PlayStation 3
                                                    
","

                                                        Ubisoft
                                                    
","Nov 13, 2007",81,"
7.3
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-3/assassins-creed
23,"
LEGO Star Wars: The Complete Saga
","
                                                        DS
                                    		    ","

                                                        LucasArts
                                                    
","Nov  6, 2007",80,"
6.5
",E,Action,no,https://www.metacritic.com/game/ds/lego-star-wars-the-complete-saga
24,"
Batman: Arkham City
","

                                                        Xbox 360
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 18, 2011",94,"
8.8
",T,Action Adventure,no,https://www.metacritic.com/game/xbox-360/batman-arkham-city
25,"
Driver 2
","
                                                        PlayStation
                                    		    ","

                                                        Infogrames
                                                    
","Nov 13, 2000",62,"
7.7
",T,Driving,yes,https://www.metacritic.com/game/playstation/driver-2
26,"
The Lord of the Rings: The Two Towers
","

                                                        PlayStation 2
                                                    
","

                                                        EA Games
                                                    
","Oct 21, 2002",82,"
8.1
",T,Action,no,https://www.metacritic.com/game/playstation-2/the-lord-of-the-rings-the-two-towers
27,"
Tomb Raider
","
                                                        PlayStation
                                    		    ","

                                                        Eidos Interactive
                                                    
","Nov 15, 1996",91,"
8.4
",T,Action Adventure,no,https://www.metacritic.com/game/playstation/tomb-raider
28,"
Spider-Man: The Movie
","

                                                        PlayStation 2
                                                    
","

                                                        Activision
                                                    
","Apr 15, 2002",76,"
7.7
",E,Action Adventure,no,https://www.metacritic.com/game/playstation-2/spider-man-the-movie
29,"
Batman: Arkham Asylum
","

                                                        PlayStation 3
                                                    
","

                                                        Eidos Interactive
                                                    
","Aug 25, 2009",91,"
8.8
",T,Action Adventure,no,https://www.metacritic.com/game/playstation-3/batman-arkham-asylum
30,"
Assassin's Creed: Revelations
","

                                                        PlayStation 3
                                                    
","

                                                        Ubisoft
                                                    
","Nov 15, 2011",80,"
7.6
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-3/assassins-creed-revelations
31,"
Assassin's Creed: Revelations
","

                                                        Xbox 360
                                                    
","

                                                        Ubisoft
                                                    
","Nov 15, 2011",80,"
7.3
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-360/assassins-creed-revelations
32,"
Assassin's Creed Unity
","

                                                        PlayStation 4
                                                    
","

                                                        Ubisoft
                                                    
","Nov 11, 2014",70,"
5.7
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/assassins-creed-unity
33,"
Batman: Arkham Knight
","

                                                        PlayStation 4
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Jun 23, 2015",87,"
7.9
",M,General,no,https://www.metacritic.com/game/playstation-4/batman-arkham-knight
34,"
Assassin's Creed Origins
","

                                                        PlayStation 4
                                                    
","

                                                        Ubisoft
                                                    
","Oct 27, 2017",81,"
7.2
",M,Miscellaneous,no,https://www.metacritic.com/game/playstation-4/assassins-creed-origins
35,"
Far Cry 5
","

                                                        PlayStation 4
                                                    
","

                                                        Ubisoft
                                                    
","Mar 27, 2018",81,"
6.8
",M,Action,yes,https://www.metacritic.com/game/playstation-4/far-cry-5
36,"
Assassin's Creed Syndicate
","

                                                        PlayStation 4
                                                    
","

                                                        Ubisoft
                                                    
","Oct 23, 2015",76,"
6.9
",M,Historic,no,https://www.metacritic.com/game/playstation-4/assassins-creed-syndicate
37,"
Grand Theft Auto: Liberty City Stories
","

                                                        PlayStation 2
                                                    
","

                                                        Rockstar Games
                                                    
","Jun  6, 2006",78,"
7.9
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-2/grand-theft-auto-liberty-city-stories
38,"
The Getaway
","

                                                        PlayStation 2
                                                    
","

                                                        SCEA
                                                    
","Jan 19, 2003",72,"
7.0
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-2/the-getaway
39,"
Batman: Arkham Asylum
","

                                                        Xbox 360
                                                    
","

                                                        Eidos Interactive
                                                    
","Aug 25, 2009",92,"
8.7
",T,Action Adventure,no,https://www.metacritic.com/game/xbox-360/batman-arkham-asylum
40,"
Assassin's Creed: Brotherhood
","

                                                        Xbox 360
                                                    
","

                                                        Ubisoft
                                                    
","Nov 16, 2010",89,"
8.4
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-360/assassins-creed-brotherhood
41,"
Resident Evil 5
","

                                                        Xbox 360
                                                    
","

                                                        Capcom
                                                    
","Mar 13, 2009",83,"
7.4
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-360/resident-evil-5
42,"
Grand Theft Auto 2
","
                                                        PlayStation
                                    		    ","

                                                        Rockstar Games
                                                    
","Oct 25, 1999",70,"
7.7
",T,Action Adventure,no,https://www.metacritic.com/game/playstation/grand-theft-auto-2
43,"
Spider-Man 2
","

                                                        PlayStation 2
                                                    
","

                                                        Activision
                                                    
","Jun 28, 2004",80,"
8.7
",T,Action Adventure,no,https://www.metacritic.com/game/playstation-2/spider-man-2
44,"
Watch Dogs 2
","

                                                        PlayStation 4
                                                    
","

                                                        Ubisoft
                                                    
","Nov 15, 2016",82,"
7.6
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/watch-dogs-2
45,"
Star Wars Episode III: Revenge of the Sith
","

                                                        PlayStation 2
                                                    
","

                                                        LucasArts
                                                    
","May  4, 2005",60,"
7.4
",T,Action Adventure,yes,https://www.metacritic.com/game/playstation-2/star-wars-episode-iii-revenge-of-the-sith
46,"
The Lord of the Rings: The Return of the King
","

                                                        PlayStation 2
                                                    
","

                                                        EA Games
                                                    
","Nov  5, 2003",85,"
8.6
",T,Action,yes,https://www.metacritic.com/game/playstation-2/the-lord-of-the-rings-the-return-of-the-king
47,"
True Crime: Streets of LA
","

                                                        PlayStation 2
                                                    
","

                                                        Activision
                                                    
","Nov  3, 2003",77,"
7.8
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-2/true-crime-streets-of-la
48,"
Enter the Matrix
","

                                                        PlayStation 2
                                                    
","

                                                        Atari
                                                    
","May 14, 2003",62,"
8.2
",T,Action Adventure,no,https://www.metacritic.com/game/playstation-2/enter-the-matrix
49,"
Spider-Man
","
                                                        PlayStation
                                    		    ","

                                                        Activision
                                                    
","Aug 30, 2000",87,"
8.7
",E,Action Adventure,no,https://www.metacritic.com/game/playstation/spider-man
50,"
Resident Evil 6
","

                                                        PlayStation 3
                                                    
","

                                                        Capcom
                                                    
","Oct  2, 2012",74,"
5.7
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-3/resident-evil-6
51,"
Saints Row 2
","

                                                        Xbox 360
                                                    
","

                                                        THQ
                                                    
","Oct 14, 2008",81,"
8.2
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-360/saints-row-2
52,"
Metal Gear Solid V: The Phantom Pain
","

                                                        PlayStation 4
                                                    
","

                                                        Konami
                                                    
","Sep  1, 2015",93,"
8.2
",M,Modern,yes,https://www.metacritic.com/game/playstation-4/metal-gear-solid-v-the-phantom-pain
53,"
Tom Clancy's Splinter Cell
","
                                                        Xbox
                                    		    ","

                                                        Ubisoft
                                                    
","Nov 17, 2002",93,"
8.6
",T,Action Adventure,no,https://www.metacritic.com/game/xbox/tom-clancys-splinter-cell
54,"
Hitman 2: Silent Assassin
","

                                                        PlayStation 2
                                                    
","

                                                        Eidos Interactive
                                                    
","Oct  1, 2002",85,"
8.0
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-2/hitman-2-silent-assassin
55,"
Assassin's Creed: Brotherhood
","

                                                        PlayStation 3
                                                    
","

                                                        Ubisoft
                                                    
","Nov 16, 2010",90,"
8.3
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-3/assassins-creed-brotherhood
56,"
Star Wars: The Force Unleashed
","

                                                        Xbox 360
                                                    
","

                                                        LucasArts
                                                    
","Sep 16, 2008",73,"
6.8
",T,Action,no,https://www.metacritic.com/game/xbox-360/star-wars-the-force-unleashed
57,"
Saints Row: The Third
","

                                                        Xbox 360
                                                    
","

                                                        THQ
                                                    
","Nov 15, 2011",84,"
7.7
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-360/saints-row-the-third
58,"
LEGO Star Wars II: The Original Trilogy
","

                                                        PlayStation 2
                                                    
","

                                                        LucasArts
                                                    
","Sep 12, 2006",84,"
8.7
",E10+,Action Adventure,yes,https://www.metacritic.com/game/playstation-2/lego-star-wars-ii-the-original-trilogy
59,"
Tom Clancy's Splinter Cell
","

                                                        PlayStation 2
                                                    
","

                                                        Ubisoft
                                                    
","Apr  8, 2003",89,"
7.9
",T,Action Adventure,no,https://www.metacritic.com/game/playstation-2/tom-clancys-splinter-cell
60,"
LEGO Star Wars: The Complete Saga
","

                                                        Xbox 360
                                                    
","

                                                        LucasArts
                                                    
","Nov  6, 2007",80,"
8.1
",E10+,Action,no,https://www.metacritic.com/game/xbox-360/lego-star-wars-the-complete-saga
61,"
Saints Row: The Third
","

                                                        PlayStation 3
                                                    
","

                                                        THQ
                                                    
","Nov 15, 2011",82,"
7.8
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-3/saints-row-the-third
62,"
Assassin's Creed Origins
","

                                                        Xbox One
                                                    
","

                                                        Ubisoft
                                                    
","Oct 27, 2017",85,"
7.7
",M,Miscellaneous,no,https://www.metacritic.com/game/xbox-one/assassins-creed-origins
63,"
Dying Light
","

                                                        PlayStation 4
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Jan 27, 2015",74,"
8.0
",M,Horror,yes,https://www.metacritic.com/game/playstation-4/dying-light
64,"
Dead Island
","

                                                        Xbox 360
                                                    
","

                                                        Deep Silver
                                                    
","Sep  6, 2011",71,"
6.9
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-360/dead-island
65,"
The Incredibles
","

                                                        PlayStation 2
                                                    
","

                                                        THQ
                                                    
","Oct 31, 2004",62,"
7.8
",T,Action Adventure,no,https://www.metacritic.com/game/playstation-2/the-incredibles
66,"
Uncharted: The Lost Legacy
","

                                                        PlayStation 4
                                                    
","

                                                        SCEA
                                                    
					, 						
                                                        Sony Interactive Entertainment
                                                    
","Aug 22, 2017",84,"
8.0
",T,Action,yes,https://www.metacritic.com/game/playstation-4/uncharted-the-lost-legacy
67,"
LEGO Marvel Super Heroes
","

                                                        Xbox 360
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 22, 2013",80,"
7.9
",E10+,Action Adventure,no,https://www.metacritic.com/game/xbox-360/lego-marvel-super-heroes
68,"
LEGO Star Wars: The Complete Saga
","

                                                        PlayStation 3
                                                    
","

                                                        LucasArts
                                                    
","Nov  6, 2007",80,"
7.3
",E10+,Action,yes,https://www.metacritic.com/game/playstation-3/lego-star-wars-the-complete-saga
69,"
Dead Island
","

                                                        PlayStation 3
                                                    
","

                                                        Deep Silver
                                                    
","Sep  6, 2011",71,"
6.7
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-3/dead-island
70,"
Star Wars: The Force Unleashed
","

                                                        PlayStation 3
                                                    
","

                                                        LucasArts
                                                    
","Sep 16, 2008",71,"
6.8
",T,Action,no,https://www.metacritic.com/game/playstation-3/star-wars-the-force-unleashed
71,"
Disney/Pixar Finding Nemo
","

                                                        PlayStation 2
                                                    
","

                                                        THQ
                                                    
","May  9, 2003",63,"
5.1
",E,Action Adventure,no,https://www.metacritic.com/game/playstation-2/finding-nemo
72,"
Metal Gear Solid: Peace Walker
","
                                                        PSP
                                    		    ","

                                                        Konami
                                                    
","Jun  8, 2010",89,"
8.7
",T,Action Adventure,no,https://www.metacritic.com/game/psp/metal-gear-solid-peace-walker
73,"
The Incredibles
","
                                                        Game Boy Advance
                                    		    ","

                                                        THQ
                                                    
","Oct 31, 2004",55,"
5.3
",E,Action Adventure,no,https://www.metacritic.com/game/game-boy-advance/the-incredibles
74,"
Hitman: Absolution
","

                                                        PlayStation 3
                                                    
","

                                                        Square Enix
                                                    
","Nov 20, 2012",83,"
7.5
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-3/hitman-absolution
75,"
Middle-earth: Shadow of War
","

                                                        PlayStation 4
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 10, 2017",80,"
4.7
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/middle-earth-shadow-of-war
76,"
Peter Jackson's King Kong: The Official Game of the Movie
","

                                                        PlayStation 2
                                                    
","

                                                        Ubisoft
                                                    
","Nov 21, 2005",82,"
8.4
",T,Action Adventure,no,https://www.metacritic.com/game/playstation-2/peter-jacksons-king-kong-the-official-game-of-the-movie
77,"
Tenchu: Stealth Assassins
","
                                                        PlayStation
                                    		    ","

                                                        Activision
                                                    
","Aug 31, 1998",87,"
8.7
",M,Action Adventure,no,https://www.metacritic.com/game/playstation/tenchu-stealth-assassins
78,"
Resident Evil 6
","

                                                        Xbox 360
                                                    
","

                                                        Capcom
                                                    
","Oct  2, 2012",67,"
5.2
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-360/resident-evil-6
79,"
Dishonored 2
","

                                                        PlayStation 4
                                                    
","

                                                        Bethesda Softworks
                                                    
","Nov 10, 2016",88,"
8.2
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-4/dishonored-2
80,"
LEGO Marvel Super Heroes
","

                                                        PlayStation 3
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Oct 22, 2013",82,"
7.8
",E10+,Action Adventure,no,https://www.metacritic.com/game/playstation-3/lego-marvel-super-heroes
81,"
Grand Theft Auto: San Andreas
","
                                                        Xbox
                                    		    ","

                                                        Rockstar Games
                                                    
","Jun  7, 2005",93,"
8.8
",AO,Action Adventure,yes,https://www.metacritic.com/game/xbox/grand-theft-auto-san-andreas
82,"
LEGO Marvel Super Heroes
","

                                                        PlayStation 4
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Nov 15, 2013",83,"
7.7
",E10+,Action Adventure,no,https://www.metacritic.com/game/playstation-4/lego-marvel-super-heroes
83,"
inFamous 2
","

                                                        PlayStation 3
                                                    
","

                                                        SCEA
                                                    
","Jun  7, 2011",83,"
8.6
",T,Action Adventure,no,https://www.metacritic.com/game/playstation-3/infamous-2
84,"
Star Wars: The Force Unleashed
","
                                                        Wii
                                    		    ","

                                                        LucasArts
                                                    
","Sep 16, 2008",71,"
8.0
",T,Action,yes,https://www.metacritic.com/game/wii/star-wars-the-force-unleashed
85,"
The Evil Within
","

                                                        PlayStation 4
                                                    
","

                                                        Bethesda Softworks
                                                    
","Oct 14, 2014",75,"
7.8
",M,Horror,no,https://www.metacritic.com/game/playstation-4/the-evil-within
86,"
The Getaway: Black Monday
","

                                                        PlayStation 2
                                                    
","

                                                        SCEA
                                                    
","Jan 11, 2005",57,"
7.9
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-2/the-getaway-black-monday
87,"
Far Cry 5
","

                                                        Xbox One
                                                    
","

                                                        Ubisoft
                                                    
","Mar 27, 2018",82,"
6.9
",M,Action,yes,https://www.metacritic.com/game/xbox-one/far-cry-5
88,"
50 Cent: Bulletproof
","

                                                        PlayStation 2
                                                    
","

                                                        VU Games
                                                    
","Nov 17, 2005",47,"
6.6
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-2/50-cent-bulletproof
89,"
State of Emergency
","

                                                        PlayStation 2
                                                    
","

                                                        Rockstar Games
                                                    
","Feb 12, 2002",71,"
6.3
",M,Action,no,https://www.metacritic.com/game/playstation-2/state-of-emergency
90,"
Just Cause 2
","

                                                        PlayStation 3
                                                    
","

                                                        Square Enix
                                                    
","Mar 23, 2010",83,"
8.0
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-3/just-cause-2
91,"
For Honor
","

                                                        PlayStation 4
                                                    
","

                                                        Ubisoft
                                                    
","Feb 14, 2017",78,"
6.1
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-4/for-honor
92,"
Hitman: Absolution
","

                                                        Xbox 360
                                                    
","

                                                        Square Enix
                                                    
","Nov 20, 2012",79,"
7.2
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-360/hitman-absolution
93,"
Saints Row IV
","

                                                        Xbox 360
                                                    
","

                                                        Deep Silver
                                                    
","Aug 20, 2013",81,"
6.6
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-360/saints-row-iv
94,"
Saints Row 2
","

                                                        PlayStation 3
                                                    
","

                                                        THQ
                                                    
","Oct 14, 2008",82,"
8.1
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-3/saints-row-2
95,"
Star Wars The Clone Wars: Lightsaber Duels
","
                                                        Wii
                                    		    ","

                                                        LucasArts
                                                    
","Nov 11, 2008",56,"
6.7
",T,Action Adventure,no,https://www.metacritic.com/game/wii/star-wars-the-clone-wars-lightsaber-duels
96,"
Uncharted: Golden Abyss
","

                                                        PlayStation Vita
                                                    
","

                                                        SCEA
                                                    
","Feb 15, 2012",80,"
7.5
",T,Action Adventure,no,https://www.metacritic.com/game/playstation-vita/uncharted-golden-abyss
97,"
Just Cause 2
","

                                                        Xbox 360
                                                    
","

                                                        Square Enix
                                                    
","Mar 23, 2010",81,"
8.0
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-360/just-cause-2
98,"
Devil May Cry 4
","

                                                        PlayStation 3
                                                    
","

                                                        Capcom
                                                    
","Feb  5, 2008",84,"
8.4
",M,Action,no,https://www.metacritic.com/game/playstation-3/devil-may-cry-4
99,"
Batman: Arkham Knight
","

                                                        Xbox One
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Jun 23, 2015",85,"
7.2
",M,General,no,https://www.metacritic.com/game/xbox-one/batman-arkham-knight
100,"
LEGO Pirates of the Caribbean: The Video Game
","
                                                        Wii
                                    		    ","

                                                        Disney Interactive Studios
                                                    
","May 10, 2011",73,"
7.4
",E10+,Action Adventure,yes,https://www.metacritic.com/game/wii/lego-pirates-of-the-caribbean-the-video-game
101,"
Mafia II
","

                                                        Xbox 360
                                                    
","

                                                        2K Games
                                                    
","Aug 24, 2010",74,"
8.0
",M,Action Adventure,no,https://www.metacritic.com/game/xbox-360/mafia-ii
102,"
Spider-Man 2: Enter: Electro
","
                                                        PlayStation
                                    		    ","

                                                        Activision
                                                    
","Oct 19, 2001",74,"
8.4
",E,Action Adventure,no,https://www.metacritic.com/game/playstation/spider-man-2-enter-electro
103,"
Pac-Man World 2
","

                                                        PlayStation 2
                                                    
","

                                                        Namco
                                                    
","Feb 24, 2002",73,"
7.7
",E,Action,yes,https://www.metacritic.com/game/playstation-2/pac-man-world-2
104,"
Star Wars: The Force Unleashed II
","

                                                        PlayStation 3
                                                    
","

                                                        LucasArts
                                                    
","Oct 26, 2010",63,"
6.7
",T,Action,no,https://www.metacritic.com/game/playstation-3/star-wars-the-force-unleashed-ii
105,"
Metal Gear Rising: Revengeance
","

                                                        PlayStation 3
                                                    
","

                                                        Konami
                                                    
","Feb 19, 2013",80,"
8.1
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-3/metal-gear-rising-revengeance
106,"
Mafia II
","

                                                        PlayStation 3
                                                    
","

                                                        2K Games
                                                    
","Aug 24, 2010",75,"
7.9
",M,Action Adventure,no,https://www.metacritic.com/game/playstation-3/mafia-ii
107,"
Dead Rising 2
","

                                                        Xbox 360
                                                    
","

                                                        Capcom
                                                    
","Sep 28, 2010",79,"
7.1
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-360/dead-rising-2
108,"
LEGO Star Wars III: The Clone Wars
","

                                                        Xbox 360
                                                    
","

                                                        LucasArts
                                                    
","Mar 22, 2011",75,"
7.7
",E10+,Action Adventure,no,https://www.metacritic.com/game/xbox-360/lego-star-wars-iii-the-clone-wars
109,"
Tom Clancy's Splinter Cell Pandora Tomorrow
","
                                                        Xbox
                                    		    ","

                                                        Ubisoft
                                                    
","Mar 23, 2004",93,"
8.6
",T,Action Adventure,yes,https://www.metacritic.com/game/xbox/tom-clancys-splinter-cell-pandora-tomorrow
110,"
Dying Light
","

                                                        Xbox One
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Jan 27, 2015",74,"
8.0
",M,Horror,yes,https://www.metacritic.com/game/xbox-one/dying-light
111,"
Assassin's Creed Syndicate
","

                                                        Xbox One
                                                    
","

                                                        Ubisoft
                                                    
","Oct 23, 2015",78,"
6.5
",M,Historic,no,https://www.metacritic.com/game/xbox-one/assassins-creed-syndicate
112,"
Star Wars: The Force Unleashed II
","

                                                        Xbox 360
                                                    
","

                                                        LucasArts
                                                    
","Oct 26, 2010",61,"
5.9
",T,Action,no,https://www.metacritic.com/game/xbox-360/star-wars-the-force-unleashed-ii
113,"
Frogger 2: Swampy's Revenge
","
                                                        PlayStation
                                    		    ","

                                                        Hasbro Interactive
                                                    
","Oct 10, 2000",77,"
8.2
",E,Action,yes,https://www.metacritic.com/game/playstation/frogger-2-swampys-revenge
114,"
Middle-earth: Shadow of Mordor
","

                                                        Xbox One
                                                    
","

                                                        Warner Bros. Interactive Entertainment
                                                    
","Sep 30, 2014",87,"
8.0
",M,Fantasy,no,https://www.metacritic.com/game/xbox-one/middle-earth-shadow-of-mordor
115,"
LEGO Star Wars II: The Original Trilogy
","
                                                        PSP
                                    		    ","

                                                        LucasArts
                                                    
","Sep 12, 2006",83,"
8.1
",E10+,Action Adventure,yes,https://www.metacritic.com/game/psp/lego-star-wars-ii-the-original-trilogy
116,"
Spider-Man: The Movie
","
                                                        Xbox
                                    		    ","

                                                        Activision
                                                    
","Apr 15, 2002",79,"
7.5
",E,Action,no,https://www.metacritic.com/game/xbox/spider-man-the-movie
117,"
True Crime: Streets of LA
","
                                                        Xbox
                                    		    ","

                                                        Activision
                                                    
","Nov  3, 2003",77,"
8.0
",M,Action Adventure,no,https://www.metacritic.com/game/xbox/true-crime-streets-of-la
118,"
Dead Rising 2
","

                                                        PlayStation 3
                                                    
","

                                                        Capcom
                                                    
","Sep 28, 2010",80,"
6.7
",M,Action Adventure,yes,https://www.metacritic.com/game/playstation-3/dead-rising-2
119,"
Metroid: Other M
","
                                                        Wii
                                    		    ","

                                                        Nintendo
                                                    
","Aug 31, 2010",79,"
6.7
",T,Action,no,https://www.metacritic.com/game/wii/metroid-other-m
120,"
Watch Dogs 2
","

                                                        Xbox One
                                                    
","

                                                        Ubisoft
                                                    
","Nov 15, 2016",81,"
7.4
",M,Action Adventure,yes,https://www.metacritic.com/game/xbox-one/watch-dogs-2
121,"
Devil May Cry 4
","

                                                        Xbox 360
                                                    
","

                                                        Capcom
                                                    
","Feb  5, 2008",84,"
8.4
",M,Action,no,https://www.metacritic.com/game/xbox-360/devil-may-cry-4
